Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
Mil.myzus.81_20_400_71_10_assembly	1	1	1	1	1	1	642458	642458	642458	642458	642458	642458	1	642458	642458	642011	26.28	26.29	642458	642458	642458	642458	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.997	1.001	0.00	218.38	16.82	642193	642193	642193	642193	642193	642193	1	1	1	1
Mil.rearranged.81_20_400_71_10_assembly	1	1	1	1	1	1	654858	654858	654858	654858	654858	654858	1	654858	654858	642011	26.26	26.29	654858	654858	654858	654858	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.020	0.00	208.01	16.36	654550	654550	654550	654550	654550	654550	1	1	1	1
Mil.schyzaphis.81_20_400_71_10_assembly	1	1	1	1	1	1	646190	646190	646190	646190	646190	646190	1	646190	646190	642011	26.46	26.29	646190	646190	646190	646190	1	1	1	1	0	0	0	2	0	0	0	0 + 1 part	3224	99.965	1.002	0.00	220.17	15.58	642966	642966	642966	642966	642966	642966	1	1	1	1
MI.LSR1.81_20_400_71_10_assembly	1	1	1	1	1	1	642388	642388	642388	642388	642388	642388	1	642388	642388	642011	26.28	26.29	642388	642388	642388	642388	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	216.43	14.65	641917	641917	641917	641917	641917	641917	1	1	1	1
MI.myzus.81_20_400_71_10_assembly	1	1	1	1	1	1	642140	642140	642140	642140	642140	642140	1	642140	642140	642011	26.29	26.29	642140	642140	642140	642140	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	223.75	16.52	641831	641831	641831	641831	641831	641831	1	1	1	1
MI.rearranged.81_20_400_71_10_assembly	1	1	1	1	1	1	646357	646357	646357	646357	646357	646357	1	646357	646357	642011	26.40	26.29	646357	646357	646357	646357	1	1	1	1	0	0	0	2	0	0	0	0 + 1 part	1609	99.963	1.005	0.00	232.48	16.36	644748	644748	644748	644748	644748	644748	1	1	1	1
MI.schyzaphis.81_20_400_71_10_assembly	1	1	1	1	1	1	642200	642200	642200	642200	642200	642200	1	642200	642200	642011	26.29	26.29	642200	642200	642200	642200	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	222.50	16.36	641891	641891	641891	641891	641891	641891	1	1	1	1
Os.LSR1.81_20_400_71_10_assembly	1	1	1	1	1	1	673877	673877	673877	673877	673877	673877	1	673877	673877	642011	26.31	26.29	673877	673877	673877	673877	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.050	0.00	106.70	7.94	673564	673564	673564	673564	673564	673564	1	1	1	1
Os.myzus.81_20_400_71_10_assembly	1	1	1	1	1	1	644067	644067	644067	644067	644067	644067	1	644067	644067	642011	26.29	26.29	644067	644067	644067	644067	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.003	0.00	135.05	13.55	643768	643768	643768	643768	643768	643768	1	1	1	1
Os.rearranged.81_20_400_71_10_assembly	1	1	1	1	1	1	644645	644645	644645	644645	644645	644645	1	644645	644645	642011	26.28	26.29	644645	644645	644645	644645	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.004	0.00	129.90	10.28	644347	644347	644347	644347	644347	644347	1	1	1	1
Os.schyzaphis.81_20_400_71_10_assembly	1	1	1	1	1	1	642771	642771	642771	642771	642771	642771	1	642771	642771	642011	26.27	26.29	642771	642771	642771	642771	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	150.78	13.55	642473	642473	642473	642473	642473	642473	1	1	1	1
Ov.LSR1.81_20_400_71_10_assembly	1	1	1	1	1	1	642017	642017	642017	642017	642017	642017	1	642017	642017	642011	26.30	26.29	642017	642017	642017	642017	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.966	1.000	0.00	216.58	14.80	642002	642002	642002	642002	642002	642002	1	1	1	1
Ov.myzus.81_20_400_71_10_assembly	1	1	1	1	1	1	642021	642021	642021	642021	642021	642021	1	642021	642021	642011	26.28	26.29	642021	642021	642021	642021	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.966	1.000	0.00	221.41	17.61	641997	641997	641997	641997	641997	641997	1	1	1	1
Ov.rearranged.81_20_400_71_10_assembly	1	1	1	1	1	1	645734	645734	645734	645734	645734	645734	1	645734	645734	642011	26.32	26.29	645734	645734	645734	645734	1	1	1	1	1	1	645734	1	0	0	0	0 + 0 part	0	99.966	1.006	0.00	224.68	15.89	643457	645710	643457	643457	643457	643457	1	1	1	1
Ov.schyzaphis.81_20_400_71_10_assembly	1	1	1	1	1	1	642020	642020	642020	642020	642020	642020	1	642020	642020	642011	26.28	26.29	642020	642020	642020	642020	1	1	1	1	0	0	0	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	221.96	17.29	642005	642005	642005	642005	642005	642005	1	1	1	1
Pea.LSR1.81_20_400_71_10_assembly	1	1	1	1	1	1	643490	643490	643490	643490	643490	643490	1	643490	643490	642011	26.34	26.29	643490	643490	643490	643490	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.003	0.00	219.39	15.58	643126	643126	643126	643126	643126	643126	1	1	1	1
Pea.myzus.81_20_400_71_10_assembly	1	1	1	1	1	1	646477	646477	646477	646477	646477	646477	1	646477	646477	642011	26.46	26.29	646477	646477	646477	646477	1	1	1	1	1	1	646477	5	0	0	0	0 + 1 part	1593	99.948	1.005	0.00	241.87	17.14	643008	644875	643008	643008	643008	643008	1	1	1	1
Pea.rearranged.81_20_400_71_10_assembly	1	1	1	1	1	1	642849	642849	642849	642849	642849	642849	1	642849	642849	642011	26.29	26.29	642849	642849	642849	642849	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.002	0.00	241.05	17.61	642541	642541	642541	642541	642541	642541	1	1	1	1
Pea.schyzaphis.81_20_400_71_10_assembly	1	1	1	1	1	1	646630	646630	646630	646630	646630	646630	1	646630	646630	642011	26.46	26.29	646630	646630	646630	646630	1	1	1	1	1	1	646630	4	0	0	0	0 + 1 part	1219	99.948	1.006	0.00	255.27	20.26	377968	645396	377968	377968	267428	267428	1	1	2	2
R21Cs02.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642214	642214	642214	642214	642214	642214	1	642214	642214	642011	26.28	26.29	642214	642214	642214	642214	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	216.74	14.02	641859	641859	641859	641859	641859	641859	1	1	1	1
R21Cs02.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642144	642144	642144	642144	642144	642144	1	642144	642144	642011	26.29	26.29	642144	642144	642144	642144	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	216.89	14.18	641844	641844	641844	641844	641844	641844	1	1	1	1
R21Cs02.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642197	642197	642197	642197	642197	642197	1	642197	642197	642011	26.28	26.29	642197	642197	642197	642197	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	216.74	14.18	641888	641888	641888	641888	641888	641888	1	1	1	1
R21Cs02.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642197	642197	642197	642197	642197	642197	1	642197	642197	642011	26.28	26.29	642197	642197	642197	642197	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	216.89	14.18	641897	641897	641897	641897	641897	641897	1	1	1	1
Sl.LSR1.81_20_400_71_10_assembly	1	1	1	1	1	1	702644	702644	702644	702644	702644	702644	1	702644	702644	642011	26.34	26.29	702644	702644	702644	702644	1	1	1	1	1	1	702644	1	0	0	0	0 + 0 part	0	100.000	1.094	0.00	265.73	21.81	657865	702093	657865	657865	657865	657865	1	1	1	1
Sl.myzus.81_20_400_71_10_assembly	1	1	1	1	1	1	646137	646137	646137	646137	646137	646137	1	646137	646137	642011	26.44	26.29	646137	646137	646137	646137	1	1	1	1	0	0	0	1	0	0	0	0 + 1 part	1607	99.997	1.004	0.00	247.51	21.81	644530	644530	644530	644530	644530	644530	1	1	1	1
Sl.rearranged.81_20_400_71_10_assembly	1	1	1	1	1	1	647797	647797	647797	647797	647797	647797	1	647797	647797	642011	26.40	26.29	647797	647797	647797	647797	1	1	1	1	1	1	647797	1	0	0	0	0 + 0 part	0	100.000	1.009	0.00	222.12	17.91	642235	647246	642235	642235	642235	642235	1	1	1	1
Sl.schyzaphis.81_20_400_71_10_assembly	1	1	1	1	1	1	648474	648474	648474	648474	648474	648474	1	648474	648474	642011	26.45	26.29	648474	648474	648474	648474	1	1	1	1	1	1	648474	2	0	0	0	0 + 0 part	0	99.963	1.010	0.00	270.66	23.53	380288	647959	380288	380288	267671	267671	1	1	2	2
Sv.LSR1.81_20_400_71_10_assembly	1	1	1	1	1	1	691290	691290	691290	691290	691290	691290	1	691290	691290	642011	26.45	26.29	691290	691290	691290	691290	1	1	1	1	1	1	691290	1	0	0	0	0 + 1 part	1114	100.000	1.075	0.00	204.36	19.63	387909	690176	387909	387909	302267	302267	1	1	2	2
Sv.myzus.81_20_400_71_10_assembly	1	1	1	1	1	1	644641	644641	644641	644641	644641	644641	1	644641	644641	642011	26.40	26.29	644641	644641	644641	644641	1	1	1	1	1	1	644641	2	0	0	0	0 + 1 part	1114	99.965	1.003	0.00	217.05	21.19	376059	643518	376059	376059	267459	267459	1	1	2	2
Sv.rearranged.81_20_400_71_10_assembly	1	1	1	1	1	1	642360	642360	642360	642360	642360	642360	1	642360	642360	642011	26.28	26.29	642360	642360	642360	642360	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	156.85	15.11	641921	641921	641921	641921	641921	641921	1	1	1	1
Sv.schyzaphis.81_20_400_71_10_assembly	1	1	1	1	1	1	646696	646696	646696	646696	646696	646696	1	646696	646696	642011	26.44	26.29	646696	646696	646696	646696	1	1	1	1	1	1	646696	2	0	0	0	0 + 1 part	1114	99.965	1.006	0.00	215.65	21.35	643968	645573	643968	643968	643968	643968	1	1	1	1
Vc.LSR1.81_20_400_71_10_assembly	1	1	1	1	1	1	668712	668712	668712	668712	668712	668712	1	668712	668712	642011	26.63	26.29	668712	668712	668712	668712	1	1	1	1	1	1	668712	2	0	0	0	0 + 1 part	10613	99.965	1.025	0.00	236.84	17.61	649952	658090	649952	649952	649952	649952	1	1	1	1
Vc.myzus.81_20_400_71_10_assembly	1	1	1	1	1	1	655164	655164	655164	655164	655164	655164	1	655164	655164	642011	26.66	26.29	655164	655164	655164	655164	1	1	1	1	1	1	655164	2	0	0	0	0 + 1 part	10591	99.965	1.004	0.00	231.54	16.67	643173	644564	643173	643173	643173	643173	1	1	1	1
Vc.rearranged.81_20_400_71_10_assembly	1	1	1	1	1	1	642675	642675	642675	642675	642675	642675	1	642675	642675	642011	26.28	26.29	642675	642675	642675	642675	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	238.47	19.00	642372	642372	642372	642372	642372	642372	1	1	1	1
Vc.schyzaphis.81_20_400_71_10_assembly	1	1	1	1	1	1	650245	650245	650245	650245	650245	650245	1	650245	650245	642011	26.25	26.29	650245	650245	650245	650245	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.013	0.00	218.07	16.67	649946	649946	649946	649946	649946	649946	1	1	1	1
Vl.LSR1.81_20_400_71_10_assembly	1	1	1	1	1	1	644879	644879	644879	644879	644879	644879	1	644879	644879	642011	26.41	26.29	644879	644879	644879	644879	1	1	1	1	0	0	0	2	0	0	0	0 + 1 part	2053	99.965	1.002	0.00	241.67	16.20	642817	642817	642817	642817	642817	642817	1	1	1	1
Vl.myzus.81_20_400_71_10_assembly	1	1	1	1	1	1	646318	646318	646318	646318	646318	646318	1	646318	646318	642011	26.44	26.29	646318	646318	646318	646318	1	1	1	1	1	1	646318	1	0	0	0	0 + 0 part	0	99.997	1.007	0.00	272.74	21.65	377752	645803	377752	377752	268051	268051	1	1	2	2
Vl.rearranged.81_20_400_71_10_assembly	1	1	1	1	1	1	643931	643931	643931	643931	643931	643931	1	643931	643931	642011	26.37	26.29	643931	643931	643931	643931	1	1	1	1	0	0	0	2	0	0	0	0 + 1 part	1352	99.963	1.001	0.00	253.67	18.23	642570	642570	642570	642570	642570	642570	1	1	1	1
Vl.schyzaphis.81_20_400_71_10_assembly	1	1	1	1	1	1	646313	646313	646313	646313	646313	646313	1	646313	646313	642011	26.44	26.29	646313	646313	646313	646313	1	1	1	1	1	1	646313	1	0	0	0	0 + 0 part	0	99.997	1.007	0.00	270.87	21.96	644412	645798	644412	644412	644412	644412	1	1	1	1
